378	find unexpectedly	fall upon|strike|come upon|light upon|chance upon|come across|chance on|happen upon
379	earn on some commercial or business transaction	gain|take in|clear|make|earn|realize|realise|pull in
380	administer or bestow, as in small portions	distribute|administer|mete out|deal|parcel out|lot|dispense|shell out
381	steal goods	plunder|despoil|loot|reave|strip|rifle|ransack|pillage
382	terminate the employment of	displace|fire|give notice|can|dismiss|give the axe|send away|sack
383	work hard	labor|labour|toil|fag|travail|grind|drudge|dig
384	give new life or energy to	animate|recreate|reanimate|revive|renovate|repair|quicken|vivify
385	prevent the occurrence of	debar|forefend|forfend|obviate|deflect|avert|head off|stave off
386	make legal	legalize|legalise|decriminalize|decriminalise|legitimize|legitimise|legitimate|legitimatize
387	kill intentionally and with premeditation	murder|slay|hit|dispatch|bump off|off|polish off|remove
388	celebrate noisily, often indulging in drinking	revel|racket|make whoopie|make merry|make happy|whoop it up|jollify|wassail
389	lock up or confine, in or as in a jail	imprison|incarcerate|lag|immure|put behind bars|jail|jug|gaol
390	make a mess of, destroy or ruin	botch|bodge|bumble|fumble|botch up|muff|blow|flub
391	take a risk in the hope of a favorable outcome	gamble|chance|risk|hazard|take chances|adventure|run a risk|take a chance
392	hinder or prevent (the efforts, plans, or desires) of	thwart|queer|spoil|scotch|foil|cross|frustrate|baffle
393	treat with excessive indulgence	pamper|featherbed|cosset|cocker|baby|coddle|mollycoddle|spoil
394	deprive of by deceit	victimize|swindle|rook|goldbrick|nobble|diddle|bunco|defraud
395	deceive somebody	flim-flam|play a joke on|play tricks|trick|fob|fox|pull a fast one on|play a trick on
396	corrupt morally or by intemperance or sensuality	corrupt|pervert|subvert|demoralize|demoralise|debauch|debase|profane
397	succeed in doing, achieving, or producing (something) with the limited or inadequate means available	cope|get by|make out|make do|contend|grapple|deal|manage
398	restore by replacing a part or putting together what is torn or broken	repair|mend|fix|bushel|doctor|furbish up|restore|touch on
399	continue to live and avoid dying	survive|last|live|live on|go|endure|hold up|hold out
400	require as useful, just, or proper	necessitate|ask|postulate|need|require|take|involve|call for
401	be about	loiter|lounge|footle|lollygag|loaf|lallygag|hang around|mess about
402	be lazy or idle	bum|bum around|bum about|arse around|arse about|fuck off|loaf|frig around
403	hold back to a later time	postpone|prorogue|hold over|put over|table|shelve|set back|defer
404	be compatible, similar or consistent	match|fit|correspond|check|jibe|gibe|tally|agree
405	be relevant to	refer|pertain|relate|concern|come to|bear on|touch|touch on
406	remove color from	bleach|bleach out|decolor|decolour|decolorize|decolourize|decolorise|decolourise
407	add color to	color|colorize|colorise|colourise|colourize|colour|color in|colour in
408	come to pass	happen|hap|go on|pass off|occur|pass|fall out|come about
409	take the first step or steps in carrying out an action	get down|begin|get|start out|start|set about|set out|commence
410	pass from physical life and lose all bodily attributes and functions necessary to sustain life	die|decease|perish|go|exit|pass away|expire|pass
411	mix together different elements	blend|flux|mix|conflate|commingle|immix|fuse|coalesce
412	cut down on	reduce|cut down|cut back|trim|trim down|trim back|cut|bring down
413	stop operating or functioning	fail|go bad|give way|die|give out|conk out|go|break
414	put on special clothes to appear particularly appealing and attractive	overdress|dress up|fig out|fig up|deck up|gussy up|fancy up|trick up
415	provide with clothes or put clothes on	dress|clothe|enclothe|garb|raiment|tog|garment|habilitate
416	get undressed	undress|discase|uncase|unclothe|strip|strip down|disrobe|peel
417	make (offspring) by reproduction	beget|get|engender|father|mother|sire|generate|bring forth
418	get the meaning of something	grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend
419	understand, usually after some initial difficulty	catch on|get wise|get onto|tumble|latch on|cotton on|twig|get it
420	become clear or enter one's consciousness or emotions	click|get through|dawn|come home|get across|sink in|penetrate|fall into place
421	get to know or become aware of, usually accidentally	learn|hear|get word|get wind|pick up|find out|get a line|discover
422	study intensively, as before an exam	cram|grind away|drum|bone up|swot|get up|mug up|swot up
423	leave undone or leave out	neglect|pretermit|omit|drop|miss|leave out|overlook|overleap
424	make free from confusion or ambiguity	clear|clear up|shed light on|crystallize|crystallise|crystalize|crystalise|straighten out
425	be confusing or perplexing to	confuse|throw|fox|befuddle|fuddle|bedevil|confound|discombobulate
426	be a mystery or bewildering to	perplex|vex|stick|get|puzzle|mystify|baffle|beat
427	reflect deeply on a subject	chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect
428	to believe especially on uncertain or tentative grounds	speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose
429	mark as different	distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell
430	examine so as to determine accuracy, quality, or condition	check|check up on|look into|check out|suss out|check over|go over|check into
431	be careful or certain to do something	see|check|insure|see to it|ensure|control|ascertain|assure
432	put up with something or somebody unpleasant	digest|endure|stick out|stomach|bear|stand|tolerate|support
433	look on as or consider	think of|repute|know as|be known as|regard as|look upon|look on|esteem
434	have faith or confidence in	count|bet|depend|swear|rely|bank|look|calculate
435	eliminate urine	make|urinate|piddle|puddle|micturate|piss|pee|pee-pee
436	have a bowel movement	stool|defecate|shit|take a shit|take a crap|ca-ca|crap|make
437	exhaust or get tired through overuse or great strain or stress	tire|wear upon|tire out|wear|weary|jade|wear out|outwear
438	eject the contents of the stomach through the mouth	vomit|vomit up|purge|cast|sick|cat|be sick|disgorge
439	make a retreat from an earlier commitment or activity	retreat|pull back|back out|back away|crawfish|crawfish out|pull in one's horns|withdraw
440	cancel officially	revoke|annul|lift|countermand|reverse|repeal|overturn|rescind
441	avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)	hedge|fudge|evade|put off|circumvent|parry|elude|skirt
442	censure severely or angrily	call on the carpet|take to task|rebuke|rag|trounce|lecture|reprimand|jaw
443	give away information about somebody	denounce|tell on|betray|give away|rat|grass|shit|shop
444	charge falsely or with malicious intent	defame|slander|smirch|asperse|denigrate|calumniate|smear|sully
445	harass with persistent criticism or carping	tease|razz|rag|cod|tantalize|tantalise|bait|taunt
446	subject to laughter or ridicule	ridicule|roast|guy|blackguard|laugh at|jest at|rib|make fun
447	fool or hoax	gull|dupe|slang|befool|cod|fool|put on|take in
448	spur on or encourage especially by cheers and shouts	cheer|root on|inspire|urge|barrack|urge on|exhort|pep up
449	wish harm upon	curse|beshrew|damn|bedamn|anathemize|anathemise|imprecate|maledict
450	indicate, as with a sign or an omen	bode|portend|auspicate|prognosticate|omen|presage|betoken|foreshadow
451	show off	boast|tout|swash|shoot a line|brag|gas|blow|bluster
452	complain	gripe|bitch|grouse|crab|beef|squawk|bellyache|holler
453	utter a sudden loud cry	shout|shout out|cry|call|yell|scream|holler|hollo
454	make known to the public information that was previously known only to a few people or that was meant to be kept a secret	unwrap|disclose|let on|bring out|reveal|discover|expose|divulge
455	divulge confidential information or secrets	spill the beans|let the cat out of the bag|talk|tattle|blab|peach|babble|sing
456	determine the sum of	total|tot|tot up|sum|sum up|summate|tote up|add
457	add details, as to an account or idea	elaborate|lucubrate|expatiate|exposit|enlarge|flesh out|expand|expound
458	add details to	embroider|pad|lard|embellish|aggrandize|aggrandise|blow up|dramatize
459	cause to become widely known	circulate|circularize|circularise|distribute|disseminate|propagate|broadcast|spread
460	characteristic of or suffering from kyphosis, an abnormality of the vertebral column	crookback|crookbacked|humped|humpbacked|hunchbacked|gibbous|kyphotic
461	having a natural fragrance	odoriferous|odorous|perfumed|scented|sweet|sweet-scented|sweet-smelling
462	devouring or craving food in great quantities	edacious|esurient|rapacious|ravening|ravenous|voracious|wolfish
463	very generous	lavish|munificent|overgenerous|too-generous|unsparing|unstinted|unstinting
464	adopted in order to deceive	assumed|false|fictitious|fictive|pretended|put on|sham
465	exceptionally bad or displeasing	atrocious|abominable|awful|dreadful|painful|terrible|unspeakable
466	very bad	icky|crappy|lousy|rotten|shitty|stinking|stinky
467	morally reprehensible	despicable|ugly|vile|slimy|unworthy|worthless|wretched
468	causing distress or worry or anxiety	distressing|distressful|disturbing|perturbing|troubling|worrisome|worrying
469	having an oblique or slanted direction	aslant|aslope|diagonal|slanted|slanting|sloped|sloping
470	(of persons or their actions) able or disposed to inflict pain or suffering	barbarous|brutal|cruel|fell|roughshod|savage|vicious
471	arousing or provoking laughter	amusing|comic|comical|funny|laughable|mirthful|risible
472	extending out above or beyond a surface or boundary	jutting|projected|projecting|protruding|relieved|sticking(p)|sticking out(p)
473	showing or motivated by sympathy and understanding and generosity	charitable|benevolent|kindly|sympathetic|good-hearted|openhearted|large-hearted
474	very small	bantam|diminutive|lilliputian|midget|petite|tiny|flyspeck
475	preferred above all others and treated with partiality	favored|favorite(a)|favourite(a)|best-loved|pet|preferred|preferent
476	marked by foolish or unreasoning fondness	enamored|infatuated|in love|potty|smitten|soft on(p)|taken with(p)
477	having unsuitable feminine qualities	effeminate|emasculate|epicene|cissy|sissified|sissyish|sissy
478	deeply involved	neck-deep|up to my neck|up to your neck|up to her neck|up to his neck|up to our necks|up to their necks
479	informal intensifiers	bally(a)|blinking(a)|bloody(a)|blooming(a)|crashing(a)|flaming(a)|fucking(a)
480	possessing or using or characteristic of or appropriate to supernatural powers	charming|magic|magical|sorcerous|witching(a)|wizard(a)|wizardly
481	clearly revealed to the mind or the senses or judgment	apparent|evident|manifest|palpable|patent|plain|unmistakable
482	extremely painful	agonizing|agonising|excruciating|harrowing|torturing|torturous|torturesome
483	characterized by intense emotion	ardent|fervent|fervid|fiery|impassioned|perfervid|torrid
484	belonging to some prior time	erstwhile(a)|former(a)|old|onetime(a)|one-time(a)|quondam(a)|sometime(a)
485	excluded from use or mention	forbidden|out(p)|prohibited|proscribed|taboo|tabu|verboten
486	excessively or hypocritically pious	holier-than-thou|pietistic|pietistical|pharisaic|pharisaical|sanctimonious|self-righteous
487	not to be placated or appeased or moved by entreaty	grim|inexorable|relentless|stern|unappeasable|unforgiving|unrelenting
488	characteristic of false pride	conceited|egotistic|egotistical|self-conceited|swollen|swollen-headed|vain
489	planning prudently for the future	farseeing|farsighted|foresighted|foresightful|prospicient|long|longsighted
490	aimlessly drifting	adrift(p)|afloat(p)|aimless|directionless|planless|rudderless|undirected
491	not prepared or vigilant	napping|off-guard(a)|off guard(p)|off one's guard(p)|off his guard|off her guard|off your guard
492	related by blood	akin(p)|blood-related|cognate|consanguine|consanguineous|consanguineal|kin(p)
493	having the shape of a sphere or ball	ball-shaped|global|globose|globular|orbicular|spheric|spherical
494	shaped like a ring	annular|annulate|annulated|circinate|ringed|ring-shaped|doughnut-shaped
495	being satisfactory or in satisfactory condition	all right|fine|o.k.|ok|okay|hunky-dory|cool
496	having very keen vision	argus-eyed|hawk-eyed|keen-sighted|lynx-eyed|quick-sighted|sharp-eyed|sharp-sighted
497	unpleasantly and excessively suave or ingratiating in manner or speech	buttery|fulsome|oily|oleaginous|smarmy|soapy|unctuous
498	having more than one decidedly dissimilar aspects or qualities	double|dual|twofold|two-fold|treble|threefold|three-fold
499	having or showing knowledge and skill and aptitude	adept|expert|good|practiced|proficient|skillful|skilful
500	composed of or covered with particles resembling meal in texture or consistency	farinaceous|coarse-grained|grainy|granular|granulose|gritty|mealy
501	emitting or filled with bubbles as from carbonation or fermentation	bubbling|bubbly|foaming|foamy|frothy|effervescing|spumy
502	tending to soothe or tranquilize	ataractic|ataraxic|sedative|tranquilizing|tranquillizing|tranquilising|tranquillising
503	very lively and profitable	booming|flourishing|palmy|prospering|prosperous|roaring|thriving
504	as if struck dumb with astonishment and surprise	dumbfounded|dumfounded|flabbergasted|stupefied|thunderstruck|dumbstruck|dumbstricken
505	occurring or operating at the same time	coincident|coincidental|coinciding|concurrent|co-occurrent|cooccurring|simultaneous
506	extremely pleasing to the sense of taste	delectable|delicious|luscious|pleasant-tasting|scrumptious|toothsome|yummy
507	invulnerable to fear or intimidation	audacious|brave|dauntless|fearless|hardy|intrepid|unfearing
508	without merit	good-for-nothing|good-for-naught|meritless|no-account|no-count|no-good|sorry
509	(used of substances) capable of being volatilized	evaporable|vaporific|vapourific|vaporizable|vapourisable|volatilizable|volatilisable
510	willing to face danger	game|gamy|gamey|gritty|mettlesome|spirited|spunky
511	completely neat and clean	immaculate|speckless|spick-and-span|spic-and-span|spic|spick|spotless
512	dressed or clothed especially in fine attire	appareled|attired|dressed|garbed|garmented|habilimented|robed
513	of worldwide scope or applicability	cosmopolitan|ecumenical|oecumenical|general|universal|worldwide|world-wide
514	covered with beads or jewels or sequins	beady|gemmed|jeweled|jewelled|sequined|spangled|spangly
515	uninterrupted in time and indefinitely long continuing	ceaseless|constant|incessant|never-ending|perpetual|unceasing|unremitting
516	in deplorable condition	bedraggled|broken-down|derelict|dilapidated|ramshackle|tatterdemalion|tumble-down
517	joyful and proud especially because of triumph or success	exultant|exulting|jubilant|prideful|rejoicing|triumphal|triumphant
518	(used especially of glances) directed to one side with or as if with doubt or suspicion or envy	askance|askant|asquint|squint|squint-eyed|squinty|sidelong
519	indistinct or hazy in outline	bleary|blurred|blurry|foggy|fuzzy|hazy|muzzy
520	painful as if caused by a sharp instrument	cutting|keen|knifelike|piercing|stabbing|lancinate|lancinating
521	tending to diminish or disparage	belittling|deprecating|deprecative|deprecatory|depreciative|depreciatory|slighting
522	very thin especially from disease or hunger or cold	cadaverous|emaciated|gaunt|haggard|pinched|skeletal|wasted
523	an informal term for a father	dad|dada|daddy|pa|papa|pappa|pop
524	a special loved one	darling|favorite|favourite|pet|dearie|deary|ducky
525	one who attacks the reputation of another by slander or libel	defamer|maligner|slanderer|vilifier|libeler|backbiter|traducer
526	someone who guards an entrance	doorkeeper|doorman|door guard|hall porter|porter|gatekeeper|ostiary
527	someone employed to collect and dispose of refuse	garbage man|garbageman|garbage collector|garbage carter|garbage hauler|refuse collector|dustman
528	the mother of your father or mother	grandma|grandmother|granny|grannie|gran|nan|nanna
529	a member of a people with dark skin and hair who speak Romany and who traditionally live by seasonal work and fortunetelling	Gypsy|Gipsy|Romany|Rommany|Romani|Roma|Bohemian
530	a person of subnormal intelligence	idiot|imbecile|cretin|moron|changeling|half-wit|retard
531	one who is playfully mischievous	imp|scamp|monkey|rascal|rapscallion|scalawag|scallywag
532	model of excellence or perfection of a kind	ideal|paragon|nonpareil|saint|apotheosis|nonesuch|nonsuch
533	a Christian sacrament commemorating the Last Supper by consecrating bread and wine	Holy Eucharist|Eucharist|sacrament of the Eucharist|Holy Sacrament|Liturgy|Eucharistic liturgy|Lord's Supper
534	a crude uncouth ill-bred person lacking culture or refinement	peasant|barbarian|boor|churl|Goth|tyke|tike
535	someone who procures customers for whores (in England they call a pimp a ponce)	pimp|procurer|panderer|pander|pandar|fancy man|ponce
536	someone who takes spoils or plunder (as in war)	plunderer|pillager|looter|spoiler|despoiler|raider|freebooter
537	the head of the Roman Catholic Church	pope|Catholic Pope|Roman Catholic Pope|pontiff|Holy Father|Vicar of Christ|Bishop of Rome
538	someone who can be employed as a detective to collect information	private detective|PI|private eye|private investigator|operative|shamus|sherlock
539	someone who communicates vocally in a very loud voice	roarer|bawler|bellower|screamer|screecher|shouter|yeller
540	a deceitful and unreliable scoundrel	rogue|knave|rascal|rapscallion|scalawag|scallywag|varlet
541	the legendary patron saint of children	Santa Claus|Santa|Kriss Kringle|Father Christmas|Saint Nicholas|Saint Nick|St. Nick
542	someone who takes the place of another (as when things get dangerous or difficult)	stand-in|substitute|relief|reliever|backup|backup man|fill-in
543	a prostitute who attracts customers by walking the streets	streetwalker|street girl|hooker|hustler|floozy|floozie|slattern
544	a performer who provides erotic entertainment by undressing to music	stripper|striptease artist|striptease|stripteaser|exotic dancer|ecdysiast|peeler
545	someone employed to collect tolls	tollkeeper|tollman|tollgatherer|toll collector|toll taker|toll agent|toller
546	an experienced person who has been through many battles	veteran|old-timer|oldtimer|old hand|warhorse|old stager|stager
547	a person who is not very intelligent or interested in culture	yokel|rube|hick|yahoo|hayseed|bumpkin|chawbacon
548	the act of distributing by allotting or apportioning	allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation
549	(New Testament) disciple of Jesus	John|Saint John|St. John|Saint John the Apostle|St. John the Apostle|John the Evangelist|John the Divine
550	Russian founder of the Bolsheviks and leader of the Russian Revolution and first head of the USSR (1870-1924)	Lenin|Vladimir Lenin|Nikolai Lenin|Vladimir Ilyich Lenin|Vladimir Ilich Lenin|Vladimir Ilyich Ulyanov|Vladimir Ilich Ulyanov
551	Scottish philologist and the lexicographer who shaped the Oxford English Dictionary (1837-1915)	Murray|James Murray|James Augustus Murray|James Augustus Henry Murray|Sir James Murray|Sir James Augustus Murray|Sir James Augustus Henry Murray
552	32nd President of the United States	Roosevelt|Franklin Roosevelt|Franklin Delano Roosevelt|F. D. Roosevelt|President Roosevelt|President Franklin Roosevelt|FDR
553	a phenomenon that follows and is caused by some previous phenomenon	consequence|effect|outcome|result|event|issue|upshot
554	a heavy rain	downpour|cloudburst|deluge|waterspout|torrent|pelter|soaker
555	small crystals of ice	ice crystal|snow mist|diamond dust|poudrin|ice needle|frost snow|frost mist
556	the act of inflicting corporal punishment with repeated blows	beating|thrashing|licking|drubbing|lacing|trouncing|whacking
557	lofty douglas fir of northwestern North America having short needles and egg-shaped cones	green douglas fir|douglas spruce|douglas pine|douglas hemlock|Oregon fir|Oregon pine|Pseudotsuga menziesii
558	swamp plant of Europe and North America having bright yellow flowers resembling buttercups	marsh marigold|kingcup|meadow bright|May blob|cowslip|water dragon|Caltha palustris
559	prostrate or semi-erect subshrub of tropical America, and Australia	sensitive plant|touch-me-not|shame plant|live-and-die|humble plant|action plant|Mimosa pudica
560	large ornamental tropical American tree with bipinnate leaves and globose clusters of flowers with crimson stamens and seed pods that are eaten by cattle	rain tree|saman|monkeypod|monkey pod|zaman|zamang|Albizia saman
561	any plant of the genus Lithops native to Africa having solitary yellow or white flowers and thick leaves that resemble stones	lithops|living stone|stoneface|stone-face|stone plant|stone life face|flowering stone
562	densely branched Eurasian plant	summer cypress|burning bush|fire bush|fire-bush|belvedere|Bassia scoparia|Kochia scoparia
563	bushy plant of Old World salt marshes and sea beaches having prickly leaves	saltwort|barilla|glasswort|kali|kelpwort|Salsola kali|Salsola soda
564	a reflex that closes and opens the eyes rapidly	blink|eye blink|blinking|wink|winking|nictitation|nictation
565	of southwestern Europe	Belle Isle cress|early winter cress|land cress|American cress|American watercress|Barbarea verna|Barbarea praecox
566	North American herb with pungent scaly or toothed roots	crinkleroot|crinkle-root|crinkle root|pepper root|toothwort|Cardamine diphylla|Dentaria diphylla
567	erect European annual often grown as a salad crop to be harvested when young and tender	rocket|roquette|garden rocket|rocket salad|arugula|Eruca sativa|Eruca vesicaria sativa
568	foetid Eurasian weed having round flat pods	field pennycress|French weed|fanweed|penny grass|stinkweed|mithridate mustard|Thlaspi arvense
569	low-growing sticky subshrub of southwestern United States having narrow linear leaves on many slender branches and hundreds of tiny yellow flower heads	rabbitweed|rabbit-weed|snakeweed|broom snakeweed|broom snakeroot|turpentine weed|Gutierrezia sarothrae
570	tall leafy-stemmed Eurasian perennial with white flowers	oxeye daisy|ox-eyed daisy|marguerite|moon daisy|white daisy|Leucanthemum vulgare|Chrysanthemum leucanthemum
571	tansy-scented Eurasian perennial herb with buttonlike yellow flowers	costmary|alecost|bible leaf|mint geranium|balsam herb|Tanacetum balsamita|Chrysanthemum balsamita
572	ubiquitous European annual weed with white flowers and finely divided leaves naturalized and sometimes cultivated in eastern North America	scentless camomile|scentless false camomile|scentless mayweed|scentless hayweed|corn mayweed|Tripleurospermum inodorum|Matricaria inodorum
573	the grasses: chiefly herbaceous but some woody plants including cereals	Gramineae|family Gramineae|Graminaceae|family Graminaceae|Poaceae|family Poaceae|grass family
574	annual or winter annual grass with softly hairy leaves of the Mediterranean	downy brome|downy bromegrass|downy cheat|downy chess|cheatgrass|drooping brome|Bromus tectorum
575	tall marsh plant with cylindrical seed heads that explode when mature shedding large quantities of down	cat's-tail|bullrush|bulrush|nailrod|reed mace|reedmace|Typha latifolia
576	perennial vine of dry parts of central and southwestern United States and Mexico having small hard mottled green inedible fruit	prairie gourd|prairie gourd vine|Missouri gourd|wild pumpkin|buffalo gourd|calabazilla|Cucurbita foetidissima
577	tall annual herb or subshrub of tropical Asia having velvety leaves and yellow flowers and yielding a strong fiber	velvetleaf|velvet-leaf|velvetweed|Indian mallow|butter-print|China jute|Abutilon theophrasti
578	massive tropical tree with deep ridges on its massive trunk and bearing large pods of seeds covered with silky floss	kapok|ceiba tree|silk-cotton tree|white silk-cotton tree|Bombay ceiba|God tree|Ceiba pentandra
579	low evergreen shrub of high north temperate regions of Europe and Asia and America bearing red edible berries	cowberry|mountain cranberry|lingonberry|lingenberry|lingberry|foxberry|Vaccinium vitis-idaea
580	East Indian tree that puts out aerial shoots that grow down into the soil forming additional trunks	banyan|banyan tree|banian|banian tree|Indian banyan|East Indian fig tree|Ficus bengalensis
581	fig tree of India noted for great size and longevity	pipal|pipal tree|pipul|peepul|sacred fig|bo tree|Ficus religiosa
582	deciduous or semi-evergreen tree having scented sepia to yellow flowers in drooping racemes and pods whose pulp is used medicinally	golden shower tree|drumstick tree|purging cassia|pudding pipe tree|canafistola|canafistula|Cassia fistula
583	a North American vine with fragrant blossoms and edible tubers	groundnut|groundnut vine|Indian potato|potato bean|wild bean|Apios americana|Apios tuberosa
584	Old World upright plant grown especially for its large flat edible seeds but also as fodder	broad bean|broad-bean|broad-bean plant|English bean|European bean|field bean|Vicia faba
585	perennial tropical American vine cultivated for its racemes of showy yellow and purple flowers having the corolla keel coiled like a snail shell	snailflower|snail-flower|snail flower|snail bean|corkscrew flower|Vigna caracalla|Phaseolus caracalla
586	chiefly tropical trees and shrubs and vines usually having a tall columnar trunk bearing a crown of very large leaves	Palmae|family Palmae|Palmaceae|family Palmaceae|Arecaceae|family Arecaceae|palm family
587	tall fan palm of Africa and India and Malaysia yielding a hard wood and sweet sap that is a source of palm wine and sugar	palmyra|palmyra palm|toddy palm|wine palm|lontar|longar palm|Borassus flabellifer
588	fishtail palm of India to Malay Peninsula	wine palm|jaggery palm|kitul|kittul|kitul tree|toddy palm|Caryota urens
589	tall palm tree bearing coconuts as fruits	coconut|coconut palm|coco palm|coco|cocoa palm|coconut tree|Cocos nucifera
590	an Old World plantain with long narrow ribbed leaves widely established in temperate regions	English plantain|narrow-leaved plantain|ribgrass|ribwort|ripple-grass|buckthorn|Plantago lanceolata
591	large semi-evergreen tree of the East Indies	neem|neem tree|nim tree|margosa|arishth|Azadirachta indica|Melia Azadirachta
592	any of various common orange trees yielding sour or bitter fruit	sour orange|Seville orange|bitter orange|bitter orange tree|bigarade|marmalade orange|Citrus aurantium
593	southeastern Asian tree producing large fruits resembling grapefruits	pomelo|pomelo tree|pummelo|shaddock|Citrus maxima|Citrus grandis|Citrus decumana
594	aspen with a narrow crown	Canadian aspen|bigtooth aspen|bigtoothed aspen|big-toothed aspen|large-toothed aspen|large tooth aspen|Populus grandidentata
595	tropical American prostrate or climbing herbaceous perennial having an enormous starchy root	wild potato vine|wild sweet potato vine|man-of-the-earth|manroot|scammonyroot|Ipomoea panurata|Ipomoea fastigiata
596	erect perennial strong-scented with serrate pointed leaves and a loose panicle of yellowish flowers	horse balm|horseweed|stoneroot|stone-root|richweed|stone root|Collinsonia canadensis
597	trailing European aromatic plant of the mint family having rounded leaves and small purplish flowers often grown in hanging baskets	ground ivy|alehoof|field balm|gill-over-the-ground|runaway robin|Glechoma hederaceae|Nepeta hederaceae
598	annual of southern United States to Mexico having large whitish or yellowish flowers mottled with purple and a long curving beak	common unicorn plant|devil's claw|common devil's claw|elephant-tusk|proboscis flower|ram's horn|Proboscidea louisianica
599	tall leafy European biennial or perennial having spectacular clusters of large tubular pink-purple flowers	common foxglove|fairy bell|fingerflower|finger-flower|fingerroot|finger-root|Digitalis purpurea
600	tall-stalked very woolly mullein with densely packed yellow flowers	common mullein|great mullein|Aaron's rod|flannel mullein|woolly mullein|torch|Verbascum thapsus
601	poisonous perennial Old World vine having violet flowers and oval coral-red berries	bittersweet|bittersweet nightshade|climbing nightshade|deadly nightshade|poisonous nightshade|woody nightshade|Solanum dulcamara
602	hairy upright herb native to southeastern Asia but widely cultivated for its large glossy edible fruit commonly used as a vegetable	eggplant|aubergine|brinjal|eggplant bush|garden egg|mad apple|Solanum melongena
603	plant bearing very hot and finely tapering long peppers	cayenne|cayenne pepper|chili pepper|chilli pepper|long pepper|jalapeno|Capsicum annuum longum
604	plant bearing large mild thick-walled usually bell-shaped fruits	sweet pepper|bell pepper|pimento|pimiento|paprika|sweet pepper plant|Capsicum annuum grossum
605	tropical American plant having poisonous milk and showy tapering usually scarlet petallike leaves surrounding small yellow flowers	poinsettia|Christmas star|Christmas flower|lobster plant|Mexican flameleaf|painted leaf|Euphorbia pulcherrima
606	a stinging herb of tropical America	spurge nettle|tread-softly|devil nettle|pica-pica|Cnidoscolus urens|Jatropha urens|Jatropha stimulosus
607	large branching biennial herb native to Eurasia and Africa and adventive in North America having large fernlike leaves and white flowers	hemlock|poison hemlock|poison parsley|California fern|Nebraska fern|winter fern|Conium maculatum
608	mat-forming lithophytic or terrestrial fern with creeping rootstocks and large pinnatifid fronds found throughout North America and Europe and Africa and east A	common polypody|adder's fern|wall fern|golden maidenhair|golden polypody|sweet fern|Polypodium vulgare
609	the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)	net income|net|net profit|lucre|profit|profits|earnings
610	the income or profit arising from such transactions as the sale of land or other property	return|issue|take|takings|proceeds|yield|payoff
611	goods or money obtained illegally	loot|booty|pillage|plunder|prize|swag|dirty money
612	a relatively small amount of money given for services rendered (as by a waiter)	gratuity|tip|pourboire|baksheesh|bakshish|bakshis|backsheesh
613	the fee charged for admission	entrance fee|admission|admission charge|admission fee|admission price|price of admission|entrance money
614	a complete metric system of units of measurement for scientists	Systeme International d'Unites|Systeme International|SI system|SI|SI unit|International System of Units|International System
615	a metric unit of volume equal to one thousandth of a liter	milliliter|millilitre|mil|ml|cubic centimeter|cubic centimetre|cc
616	one of four equal parts	one-fourth|fourth|one-quarter|quarter|fourth part|twenty-five percent|quartern
617	the cardinal number that is the sum of one and one and one	three|III|trio|threesome|tierce|leash|troika
618	the cardinal number that is the sum of three and one	four|IV|tetrad|quatern|quaternion|quaternary|quaternity
619	the cardinal number that is the sum of five and one	six|VI|sixer|sise|Captain Hicks|half a dozen|sextet
620	the cardinal number that is the sum of seven and one	eight|VIII|eighter|eighter from Decatur|octad|ogdoad|octonary
621	a very large indefinite number (usually hyperbole)	million|billion|trillion|zillion|jillion|gazillion|bazillion
622	the relation that exists when things occur at the same time	synchronism|synchrony|synchronicity|synchroneity|synchronization|synchronisation|synchronizing
623	a shaky motion	shaking|shakiness|trembling|quiver|quivering|vibration|palpitation
624	the state of inactivity following an interruption	arrest|check|halt|hitch|stay|stop|stoppage
625	concluding state of pregnancy	parturiency|labor|labour|confinement|lying-in|travail|childbed
626	a form of anthrax infection acquired by inhalation of dust containing Bacillus anthracis	pulmonary anthrax|inhalation anthrax|anthrax pneumonia|ragpicker's disease|ragsorter's disease|woolsorter's pneumonia|woolsorter's disease
627	a congenital form of anemia occurring mostly in blacks	sickle-cell anemia|sickle-cell anaemia|sickle-cell disease|crescent-cell anemia|crescent-cell anaemia|drepanocytic anemia|drepanocytic anaemia
628	an examination and dissection of a dead body to determine cause of death or the changes produced by disease	autopsy|necropsy|postmortem|post-mortem|PM|postmortem examination|post-mortem examination
629	a disease caused by deficiency of niacin or tryptophan (or by a defect in the metabolic conversion of tryptophan to niacin)	pellagra|Alpine scurvy|mal de la rosa|mal rosso|maidism|mayidism|Saint Ignatius' itch
630	(pathology) a deadly form of gangrene usually caused by clostridium bacteria that produce toxins that cause tissue death	gas gangrene|clostridial myonecrosis|emphysematous gangrene|emphysematous phlegmon|gangrenous emphysema|gas phlegmon|progressive emphysematous necrosis
